,ZIP,STATE,MSA No.,MSA NAME
31976,68122,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31977,68123,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31978,68124,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31979,68127,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31980,68128,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31981,68130,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31982,68131,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31983,68132,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31984,68133,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31985,68134,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31986,68135,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31987,68136,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31988,68137,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31989,68138,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31990,68139,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31991,68142,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31992,68144,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31993,68145,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31994,68147,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31995,68152,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31996,68154,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31997,68155,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31998,68157,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
31999,68164,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32000,68172,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32001,68175,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32002,68176,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32003,68178,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32004,68179,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32005,68180,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32006,68181,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32007,68182,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32008,68183,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32009,68197,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32010,68198,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32011,68301,NE,99027,NE NONMETROPOLITAN AREA
32012,68303,NE,99027,NE NONMETROPOLITAN AREA
32013,68304,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32014,68305,NE,99027,NE NONMETROPOLITAN AREA
32015,68307,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32016,68309,NE,99027,NE NONMETROPOLITAN AREA
32017,68310,NE,99027,NE NONMETROPOLITAN AREA
32018,68313,NE,30700,"Lincoln, NE MSA"
32019,68314,NE,30700,"Lincoln, NE MSA"
32020,68315,NE,99027,NE NONMETROPOLITAN AREA
32021,68316,NE,99027,NE NONMETROPOLITAN AREA
32022,68317,NE,30700,"Lincoln, NE MSA"
32023,68318,NE,99027,NE NONMETROPOLITAN AREA
32024,68319,NE,99027,NE NONMETROPOLITAN AREA
32025,68320,NE,99027,NE NONMETROPOLITAN AREA
32026,68321,NE,99027,NE NONMETROPOLITAN AREA
32029,ZIP CODE,STATE,MSA No.,MSA Name
32030,68322,NE,99027,NE NONMETROPOLITAN AREA
32031,68323,NE,99027,NE NONMETROPOLITAN AREA
32032,68324,NE,99027,NE NONMETROPOLITAN AREA
32033,68325,NE,99027,NE NONMETROPOLITAN AREA
32034,68326,NE,99027,NE NONMETROPOLITAN AREA
32035,68327,NE,99027,NE NONMETROPOLITAN AREA
32036,68328,NE,99027,NE NONMETROPOLITAN AREA
32037,68329,NE,99027,NE NONMETROPOLITAN AREA
32038,68330,NE,30700,"Lincoln, NE MSA"
32039,68331,NE,99027,NE NONMETROPOLITAN AREA
32040,68332,NE,99027,NE NONMETROPOLITAN AREA
32041,68333,NE,99027,NE NONMETROPOLITAN AREA
32042,68335,NE,99027,NE NONMETROPOLITAN AREA
32043,68336,NE,30700,"Lincoln, NE MSA"
32044,68337,NE,99027,NE NONMETROPOLITAN AREA
32045,68338,NE,99027,NE NONMETROPOLITAN AREA
32046,68339,NE,30700,"Lincoln, NE MSA"
32047,68340,NE,99027,NE NONMETROPOLITAN AREA
32048,68341,NE,99027,NE NONMETROPOLITAN AREA
32049,68342,NE,99027,NE NONMETROPOLITAN AREA
32050,68343,NE,99027,NE NONMETROPOLITAN AREA
32051,68344,NE,99027,NE NONMETROPOLITAN AREA
32052,68345,NE,99027,NE NONMETROPOLITAN AREA
32053,68346,NE,99027,NE NONMETROPOLITAN AREA
32054,68347,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32055,68348,NE,99027,NE NONMETROPOLITAN AREA
32056,68349,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32057,68350,NE,99027,NE NONMETROPOLITAN AREA
32058,68351,NE,99027,NE NONMETROPOLITAN AREA
32059,68352,NE,99027,NE NONMETROPOLITAN AREA
32060,68354,NE,99027,NE NONMETROPOLITAN AREA
32061,68355,NE,99027,NE NONMETROPOLITAN AREA
32062,68357,NE,99027,NE NONMETROPOLITAN AREA
32063,68358,NE,30700,"Lincoln, NE MSA"
32064,68359,NE,99027,NE NONMETROPOLITAN AREA
32065,68360,NE,30700,"Lincoln, NE MSA"
32066,68361,NE,99027,NE NONMETROPOLITAN AREA
32067,68362,NE,99027,NE NONMETROPOLITAN AREA
32068,68364,NE,30700,"Lincoln, NE MSA"
32069,68365,NE,99027,NE NONMETROPOLITAN AREA
32070,68366,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32071,68367,NE,99027,NE NONMETROPOLITAN AREA
32072,68368,NE,30700,"Lincoln, NE MSA"
32073,68370,NE,99027,NE NONMETROPOLITAN AREA
32074,68371,NE,99027,NE NONMETROPOLITAN AREA
32075,68372,NE,30700,"Lincoln, NE MSA"
32076,68374,NE,99027,NE NONMETROPOLITAN AREA
32077,68375,NE,99027,NE NONMETROPOLITAN AREA
32078,68376,NE,99027,NE NONMETROPOLITAN AREA
32079,68377,NE,99027,NE NONMETROPOLITAN AREA
32080,68378,NE,99027,NE NONMETROPOLITAN AREA
32081,68379,NE,99027,NE NONMETROPOLITAN AREA
32082,68380,NE,99027,NE NONMETROPOLITAN AREA
32083,68381,NE,99027,NE NONMETROPOLITAN AREA
32084,68382,NE,99027,NE NONMETROPOLITAN AREA
32085,68401,NE,99027,NE NONMETROPOLITAN AREA
32086,68402,NE,30700,"Lincoln, NE MSA"
32087,68403,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32088,68404,NE,30700,"Lincoln, NE MSA"
32089,68405,NE,30700,"Lincoln, NE MSA"
32090,68406,NE,99027,NE NONMETROPOLITAN AREA
32091,68407,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32092,68409,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32095,ZIP CODE,STATE,MSA No.,MSA Name
32096,68410,NE,99027,NE NONMETROPOLITAN AREA
32097,68413,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32098,68414,NE,99027,NE NONMETROPOLITAN AREA
32099,68415,NE,99027,NE NONMETROPOLITAN AREA
32100,68416,NE,99027,NE NONMETROPOLITAN AREA
32101,68417,NE,99027,NE NONMETROPOLITAN AREA
32102,68418,NE,99027,NE NONMETROPOLITAN AREA
32103,68419,NE,30700,"Lincoln, NE MSA"
32104,68420,NE,99027,NE NONMETROPOLITAN AREA
32105,68421,NE,99027,NE NONMETROPOLITAN AREA
32106,68422,NE,99027,NE NONMETROPOLITAN AREA
32107,68423,NE,30700,"Lincoln, NE MSA"
32108,68424,NE,99027,NE NONMETROPOLITAN AREA
32109,68428,NE,30700,"Lincoln, NE MSA"
32110,68429,NE,99027,NE NONMETROPOLITAN AREA
32111,68430,NE,30700,"Lincoln, NE MSA"
32112,68431,NE,99027,NE NONMETROPOLITAN AREA
32113,68433,NE,99027,NE NONMETROPOLITAN AREA
32114,68434,NE,30700,"Lincoln, NE MSA"
32115,68436,NE,99027,NE NONMETROPOLITAN AREA
32116,68437,NE,99027,NE NONMETROPOLITAN AREA
32117,68438,NE,30700,"Lincoln, NE MSA"
32118,68439,NE,30700,"Lincoln, NE MSA"
32119,68440,NE,99027,NE NONMETROPOLITAN AREA
32120,68441,NE,99027,NE NONMETROPOLITAN AREA
32121,68442,NE,99027,NE NONMETROPOLITAN AREA
32122,68443,NE,99027,NE NONMETROPOLITAN AREA
32123,68444,NE,99027,NE NONMETROPOLITAN AREA
32124,68445,NE,99027,NE NONMETROPOLITAN AREA
32125,68446,NE,99027,NE NONMETROPOLITAN AREA
32126,68447,NE,99027,NE NONMETROPOLITAN AREA
32127,68448,NE,99027,NE NONMETROPOLITAN AREA
32128,68450,NE,99027,NE NONMETROPOLITAN AREA
32129,68452,NE,99027,NE NONMETROPOLITAN AREA
32130,68453,NE,99027,NE NONMETROPOLITAN AREA
32131,68454,NE,99027,NE NONMETROPOLITAN AREA
32132,68455,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32133,68456,NE,30700,"Lincoln, NE MSA"
32134,68457,NE,99027,NE NONMETROPOLITAN AREA
32135,68458,NE,99027,NE NONMETROPOLITAN AREA
32136,68460,NE,99027,NE NONMETROPOLITAN AREA
32137,68461,NE,30700,"Lincoln, NE MSA"
32138,68462,NE,30700,"Lincoln, NE MSA"
32139,68463,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32140,68464,NE,99027,NE NONMETROPOLITAN AREA
32141,68465,NE,99027,NE NONMETROPOLITAN AREA
32142,68466,NE,99027,NE NONMETROPOLITAN AREA
32143,68467,NE,99027,NE NONMETROPOLITAN AREA
32144,68501,NE,30700,"Lincoln, NE MSA"
32145,68502,NE,30700,"Lincoln, NE MSA"
32146,68503,NE,30700,"Lincoln, NE MSA"
32147,68504,NE,30700,"Lincoln, NE MSA"
32148,68505,NE,30700,"Lincoln, NE MSA"
32149,68506,NE,30700,"Lincoln, NE MSA"
32150,68507,NE,30700,"Lincoln, NE MSA"
32151,68508,NE,30700,"Lincoln, NE MSA"
32152,68509,NE,30700,"Lincoln, NE MSA"
32153,68510,NE,30700,"Lincoln, NE MSA"
32154,68512,NE,30700,"Lincoln, NE MSA"
32155,68514,NE,30700,"Lincoln, NE MSA"
32156,68516,NE,30700,"Lincoln, NE MSA"
32157,68517,NE,30700,"Lincoln, NE MSA"
32158,68520,NE,30700,"Lincoln, NE MSA"
32161,ZIP CODE,STATE,MSA No.,MSA Name
32162,68521,NE,30700,"Lincoln, NE MSA"
32163,68522,NE,30700,"Lincoln, NE MSA"
32164,68523,NE,30700,"Lincoln, NE MSA"
32165,68524,NE,30700,"Lincoln, NE MSA"
32166,68526,NE,30700,"Lincoln, NE MSA"
32167,68527,NE,30700,"Lincoln, NE MSA"
32168,68528,NE,30700,"Lincoln, NE MSA"
32169,68529,NE,30700,"Lincoln, NE MSA"
32170,68531,NE,30700,"Lincoln, NE MSA"
32171,68532,NE,30700,"Lincoln, NE MSA"
32172,68542,NE,30700,"Lincoln, NE MSA"
32173,68544,NE,30700,"Lincoln, NE MSA"
32174,68572,NE,30700,"Lincoln, NE MSA"
32175,68583,NE,30700,"Lincoln, NE MSA"
32176,68588,NE,30700,"Lincoln, NE MSA"
32177,68601,NE,99027,NE NONMETROPOLITAN AREA
32178,68602,NE,99027,NE NONMETROPOLITAN AREA
32179,68620,NE,99027,NE NONMETROPOLITAN AREA
32180,68621,NE,99027,NE NONMETROPOLITAN AREA
32181,68622,NE,99027,NE NONMETROPOLITAN AREA
32182,68623,NE,99027,NE NONMETROPOLITAN AREA
32183,68624,NE,99027,NE NONMETROPOLITAN AREA
32184,68626,NE,99027,NE NONMETROPOLITAN AREA
32185,68627,NE,99027,NE NONMETROPOLITAN AREA
32186,68628,NE,99027,NE NONMETROPOLITAN AREA
32187,68629,NE,99027,NE NONMETROPOLITAN AREA
32188,68631,NE,99027,NE NONMETROPOLITAN AREA
32189,68632,NE,99027,NE NONMETROPOLITAN AREA
32190,68633,NE,99027,NE NONMETROPOLITAN AREA
32191,68634,NE,99027,NE NONMETROPOLITAN AREA
32192,68635,NE,99027,NE NONMETROPOLITAN AREA
32193,68636,NE,99027,NE NONMETROPOLITAN AREA
32194,68637,NE,99027,NE NONMETROPOLITAN AREA
32195,68638,NE,99027,NE NONMETROPOLITAN AREA
32196,68640,NE,99027,NE NONMETROPOLITAN AREA
32197,68641,NE,99027,NE NONMETROPOLITAN AREA
32198,68642,NE,99027,NE NONMETROPOLITAN AREA
32199,68643,NE,99027,NE NONMETROPOLITAN AREA
32200,68644,NE,99027,NE NONMETROPOLITAN AREA
32201,68647,NE,99027,NE NONMETROPOLITAN AREA
32202,68648,NE,36540,"Omaha-Council Bluffs, NE-IA MSA"
32203,68649,NE,99027,NE NONMETROPOLITAN AREA
32204,68651,NE,99027,NE NONMETROPOLITAN AREA
32205,68652,NE,99027,NE NONMETROPOLITAN AREA
32206,68653,NE,99027,NE NONMETROPOLITAN AREA
32207,68654,NE,99027,NE NONMETROPOLITAN AREA
32208,68655,NE,99027,NE NONMETROPOLITAN AREA
32209,68658,NE,99027,NE NONMETROPOLITAN AREA
32210,68659,NE,99027,NE NONMETROPOLITAN AREA
32211,68660,NE,99027,NE NONMETROPOLITAN AREA
32212,68661,NE,99027,NE NONMETROPOLITAN AREA
32213,68662,NE,99027,NE NONMETROPOLITAN AREA
32214,68663,NE,99027,NE NONMETROPOLITAN AREA
32215,68664,NE,99027,NE NONMETROPOLITAN AREA
32216,68665,NE,99027,NE NONMETROPOLITAN AREA
32217,68666,NE,99027,NE NONMETROPOLITAN AREA
32218,68667,NE,99027,NE NONMETROPOLITAN AREA
32219,68669,NE,99027,NE NONMETROPOLITAN AREA
32220,68701,NE,99027,NE NONMETROPOLITAN AREA
32221,68702,NE,99027,NE NONMETROPOLITAN AREA
32222,68710,NE,43580,"Sioux City, IA-NE-SD MSA"
32223,68711,NE,99027,NE NONMETROPOLITAN AREA
32224,68713,NE,99027,NE NONMETROPOLITAN AREA
32227,ZIP CODE,STATE,MSA No.,MSA Name
32228,68714,NE,99027,NE NONMETROPOLITAN AREA
32229,68715,NE,99027,NE NONMETROPOLITAN AREA
32230,68716,NE,99027,NE NONMETROPOLITAN AREA
32231,68717,NE,99027,NE NONMETROPOLITAN AREA
32232,68718,NE,99027,NE NONMETROPOLITAN AREA
32233,68719,NE,99027,NE NONMETROPOLITAN AREA
32234,68720,NE,99027,NE NONMETROPOLITAN AREA
32235,68722,NE,99027,NE NONMETROPOLITAN AREA
32236,68723,NE,99027,NE NONMETROPOLITAN AREA
32237,68724,NE,99027,NE NONMETROPOLITAN AREA
32238,68725,NE,99027,NE NONMETROPOLITAN AREA
32239,68726,NE,99027,NE NONMETROPOLITAN AREA
32240,68727,NE,99027,NE NONMETROPOLITAN AREA
32241,68728,NE,43580,"Sioux City, IA-NE-SD MSA"
32242,68729,NE,99027,NE NONMETROPOLITAN AREA
32243,68730,NE,99027,NE NONMETROPOLITAN AREA
32244,68731,NE,43580,"Sioux City, IA-NE-SD MSA"
32245,68732,NE,43580,"Sioux City, IA-NE-SD MSA"
32246,68733,NE,43580,"Sioux City, IA-NE-SD MSA"
32247,68734,NE,99027,NE NONMETROPOLITAN AREA
32248,68735,NE,99027,NE NONMETROPOLITAN AREA
32249,68736,NE,99027,NE NONMETROPOLITAN AREA
32250,68737,NE,99027,NE NONMETROPOLITAN AREA
32251,68738,NE,99027,NE NONMETROPOLITAN AREA
32252,68739,NE,99027,NE NONMETROPOLITAN AREA
32253,68740,NE,99027,NE NONMETROPOLITAN AREA
32254,68741,NE,43580,"Sioux City, IA-NE-SD MSA"
32255,68742,NE,99027,NE NONMETROPOLITAN AREA
32256,68743,NE,43580,"Sioux City, IA-NE-SD MSA"
32257,68745,NE,99027,NE NONMETROPOLITAN AREA
32258,68746,NE,99027,NE NONMETROPOLITAN AREA
32259,68747,NE,99027,NE NONMETROPOLITAN AREA
32260,68748,NE,99027,NE NONMETROPOLITAN AREA
32261,68749,NE,99027,NE NONMETROPOLITAN AREA
32262,68751,NE,43580,"Sioux City, IA-NE-SD MSA"
32263,68752,NE,99027,NE NONMETROPOLITAN AREA
32264,68753,NE,99027,NE NONMETROPOLITAN AREA
32265,68755,NE,99027,NE NONMETROPOLITAN AREA
32266,68756,NE,99027,NE NONMETROPOLITAN AREA
32267,68757,NE,43580,"Sioux City, IA-NE-SD MSA"
32268,68758,NE,99027,NE NONMETROPOLITAN AREA
32269,68759,NE,99027,NE NONMETROPOLITAN AREA
32270,68760,NE,99027,NE NONMETROPOLITAN AREA
32271,68761,NE,99027,NE NONMETROPOLITAN AREA
32272,68763,NE,99027,NE NONMETROPOLITAN AREA
32273,68764,NE,99027,NE NONMETROPOLITAN AREA
32274,68765,NE,99027,NE NONMETROPOLITAN AREA
32275,68766,NE,99027,NE NONMETROPOLITAN AREA
32276,68767,NE,99027,NE NONMETROPOLITAN AREA
32277,68768,NE,99027,NE NONMETROPOLITAN AREA
32278,68769,NE,99027,NE NONMETROPOLITAN AREA
32279,68770,NE,43580,"Sioux City, IA-NE-SD MSA"
32280,68771,NE,99027,NE NONMETROPOLITAN AREA
32281,68772,NE,99027,NE NONMETROPOLITAN AREA
32282,68773,NE,99027,NE NONMETROPOLITAN AREA
32283,68774,NE,99027,NE NONMETROPOLITAN AREA
32284,68776,NE,43580,"Sioux City, IA-NE-SD MSA"
32285,68777,NE,99027,NE NONMETROPOLITAN AREA
32286,68778,NE,99027,NE NONMETROPOLITAN AREA
32287,68779,NE,99027,NE NONMETROPOLITAN AREA
32288,68780,NE,99027,NE NONMETROPOLITAN AREA
32289,68781,NE,99027,NE NONMETROPOLITAN AREA
32290,68783,NE,99027,NE NONMETROPOLITAN AREA
32293,ZIP CODE,STATE,MSA No.,MSA Name
32294,68784,NE,43580,"Sioux City, IA-NE-SD MSA"
32295,68785,NE,43580,"Sioux City, IA-NE-SD MSA"
32296,68786,NE,99027,NE NONMETROPOLITAN AREA
32297,68787,NE,99027,NE NONMETROPOLITAN AREA
32298,68788,NE,99027,NE NONMETROPOLITAN AREA
32299,68789,NE,99027,NE NONMETROPOLITAN AREA
32300,68790,NE,99027,NE NONMETROPOLITAN AREA
32301,68791,NE,99027,NE NONMETROPOLITAN AREA
32302,68792,NE,99027,NE NONMETROPOLITAN AREA
32303,68801,NE,99027,NE NONMETROPOLITAN AREA
32304,68802,NE,99027,NE NONMETROPOLITAN AREA
32305,68803,NE,99027,NE NONMETROPOLITAN AREA
32306,68810,NE,99027,NE NONMETROPOLITAN AREA
32307,68812,NE,99027,NE NONMETROPOLITAN AREA
32308,68813,NE,99027,NE NONMETROPOLITAN AREA
32309,68814,NE,99027,NE NONMETROPOLITAN AREA
32310,68815,NE,99027,NE NONMETROPOLITAN AREA
32311,68816,NE,99027,NE NONMETROPOLITAN AREA
32312,68817,NE,99027,NE NONMETROPOLITAN AREA
32313,68818,NE,99027,NE NONMETROPOLITAN AREA
32314,68819,NE,99027,NE NONMETROPOLITAN AREA
32315,68820,NE,99027,NE NONMETROPOLITAN AREA
32316,68821,NE,99027,NE NONMETROPOLITAN AREA
32317,68822,NE,99027,NE NONMETROPOLITAN AREA
32318,68823,NE,99027,NE NONMETROPOLITAN AREA
32319,68824,NE,99027,NE NONMETROPOLITAN AREA
32320,68825,NE,99027,NE NONMETROPOLITAN AREA
32321,68826,NE,99027,NE NONMETROPOLITAN AREA
32322,68827,NE,99027,NE NONMETROPOLITAN AREA
32323,68828,NE,99027,NE NONMETROPOLITAN AREA
32324,68831,NE,99027,NE NONMETROPOLITAN AREA
32325,68832,NE,99027,NE NONMETROPOLITAN AREA
32326,68833,NE,99027,NE NONMETROPOLITAN AREA
32327,68834,NE,99027,NE NONMETROPOLITAN AREA
32328,68835,NE,99027,NE NONMETROPOLITAN AREA
32329,68836,NE,99027,NE NONMETROPOLITAN AREA
32330,68837,NE,99027,NE NONMETROPOLITAN AREA
32331,68838,NE,99027,NE NONMETROPOLITAN AREA
32332,68840,NE,99027,NE NONMETROPOLITAN AREA
32333,68841,NE,99027,NE NONMETROPOLITAN AREA
32334,68842,NE,99027,NE NONMETROPOLITAN AREA
32335,68843,NE,99027,NE NONMETROPOLITAN AREA
32336,68844,NE,99027,NE NONMETROPOLITAN AREA
32337,68845,NE,99027,NE NONMETROPOLITAN AREA
32338,68846,NE,99027,NE NONMETROPOLITAN AREA
32339,68847,NE,99027,NE NONMETROPOLITAN AREA
32340,68848,NE,99027,NE NONMETROPOLITAN AREA
32341,68849,NE,99027,NE NONMETROPOLITAN AREA
32342,68850,NE,99027,NE NONMETROPOLITAN AREA
32343,68852,NE,99027,NE NONMETROPOLITAN AREA
32344,68853,NE,99027,NE NONMETROPOLITAN AREA
32345,68854,NE,99027,NE NONMETROPOLITAN AREA
32346,68855,NE,99027,NE NONMETROPOLITAN AREA
32347,68856,NE,99027,NE NONMETROPOLITAN AREA
32348,68858,NE,99027,NE NONMETROPOLITAN AREA
32349,68859,NE,99027,NE NONMETROPOLITAN AREA
32350,68860,NE,99027,NE NONMETROPOLITAN AREA
32351,68861,NE,99027,NE NONMETROPOLITAN AREA
32352,68862,NE,99027,NE NONMETROPOLITAN AREA
32353,68863,NE,99027,NE NONMETROPOLITAN AREA
32354,68864,NE,99027,NE NONMETROPOLITAN AREA
32355,68865,NE,99027,NE NONMETROPOLITAN AREA
32356,68866,NE,99027,NE NONMETROPOLITAN AREA
32359,ZIP CODE,STATE,MSA No.,MSA Name
32360,68869,NE,99027,NE NONMETROPOLITAN AREA
32361,68870,NE,99027,NE NONMETROPOLITAN AREA
32362,68871,NE,99027,NE NONMETROPOLITAN AREA
32363,68872,NE,99027,NE NONMETROPOLITAN AREA
32364,68873,NE,99027,NE NONMETROPOLITAN AREA
32365,68874,NE,99027,NE NONMETROPOLITAN AREA
32366,68875,NE,99027,NE NONMETROPOLITAN AREA
32367,68876,NE,99027,NE NONMETROPOLITAN AREA
32368,68878,NE,99027,NE NONMETROPOLITAN AREA
32369,68879,NE,99027,NE NONMETROPOLITAN AREA
32370,68880,NE,99027,NE NONMETROPOLITAN AREA
32371,68881,NE,99027,NE NONMETROPOLITAN AREA
32372,68882,NE,99027,NE NONMETROPOLITAN AREA
32373,68883,NE,99027,NE NONMETROPOLITAN AREA
32374,68901,NE,99027,NE NONMETROPOLITAN AREA
32375,68902,NE,99027,NE NONMETROPOLITAN AREA
32376,68920,NE,99027,NE NONMETROPOLITAN AREA
32377,68922,NE,99027,NE NONMETROPOLITAN AREA
32378,68923,NE,99027,NE NONMETROPOLITAN AREA
32379,68924,NE,99027,NE NONMETROPOLITAN AREA
32380,68925,NE,99027,NE NONMETROPOLITAN AREA
32381,68926,NE,99027,NE NONMETROPOLITAN AREA
32382,68927,NE,99027,NE NONMETROPOLITAN AREA
32383,68928,NE,99027,NE NONMETROPOLITAN AREA
32384,68929,NE,99027,NE NONMETROPOLITAN AREA
32385,68930,NE,99027,NE NONMETROPOLITAN AREA
32386,68932,NE,99027,NE NONMETROPOLITAN AREA
32387,68933,NE,99027,NE NONMETROPOLITAN AREA
32388,68934,NE,99027,NE NONMETROPOLITAN AREA
32389,68935,NE,99027,NE NONMETROPOLITAN AREA
32390,68936,NE,99027,NE NONMETROPOLITAN AREA
32391,68937,NE,99027,NE NONMETROPOLITAN AREA
32392,68938,NE,99027,NE NONMETROPOLITAN AREA
32393,68939,NE,99027,NE NONMETROPOLITAN AREA
32394,68940,NE,99027,NE NONMETROPOLITAN AREA
32395,68941,NE,99027,NE NONMETROPOLITAN AREA
32396,68942,NE,99027,NE NONMETROPOLITAN AREA
32397,68943,NE,99027,NE NONMETROPOLITAN AREA
32398,68944,NE,99027,NE NONMETROPOLITAN AREA
32399,68945,NE,99027,NE NONMETROPOLITAN AREA
32400,68946,NE,99027,NE NONMETROPOLITAN AREA
32401,68947,NE,99027,NE NONMETROPOLITAN AREA
32402,68948,NE,99027,NE NONMETROPOLITAN AREA
32403,68949,NE,99027,NE NONMETROPOLITAN AREA
32404,68950,NE,99027,NE NONMETROPOLITAN AREA
32405,68952,NE,99027,NE NONMETROPOLITAN AREA
32406,68954,NE,99027,NE NONMETROPOLITAN AREA
32407,68955,NE,99027,NE NONMETROPOLITAN AREA
32408,68956,NE,99027,NE NONMETROPOLITAN AREA
32409,68957,NE,99027,NE NONMETROPOLITAN AREA
32410,68958,NE,99027,NE NONMETROPOLITAN AREA
32411,68959,NE,99027,NE NONMETROPOLITAN AREA
32412,68960,NE,99027,NE NONMETROPOLITAN AREA
32413,68961,NE,99027,NE NONMETROPOLITAN AREA
32414,68963,NE,99027,NE NONMETROPOLITAN AREA
32415,68964,NE,99027,NE NONMETROPOLITAN AREA
32416,68966,NE,99027,NE NONMETROPOLITAN AREA
32417,68967,NE,99027,NE NONMETROPOLITAN AREA
32418,68969,NE,99027,NE NONMETROPOLITAN AREA
32419,68970,NE,99027,NE NONMETROPOLITAN AREA
32420,68971,NE,99027,NE NONMETROPOLITAN AREA
32421,68972,NE,99027,NE NONMETROPOLITAN AREA
32422,68973,NE,99027,NE NONMETROPOLITAN AREA
32425,ZIP CODE,STATE,MSA No.,MSA Name
32426,68974,NE,99027,NE NONMETROPOLITAN AREA
32427,68975,NE,99027,NE NONMETROPOLITAN AREA
32428,68976,NE,99027,NE NONMETROPOLITAN AREA
32429,68977,NE,99027,NE NONMETROPOLITAN AREA
32430,68978,NE,99027,NE NONMETROPOLITAN AREA
32431,68979,NE,99027,NE NONMETROPOLITAN AREA
32432,68980,NE,99027,NE NONMETROPOLITAN AREA
32433,68981,NE,99027,NE NONMETROPOLITAN AREA
32434,68982,NE,99027,NE NONMETROPOLITAN AREA
32435,69001,NE,99027,NE NONMETROPOLITAN AREA
32436,69020,NE,99027,NE NONMETROPOLITAN AREA
32437,69021,NE,99027,NE NONMETROPOLITAN AREA
32438,69022,NE,99027,NE NONMETROPOLITAN AREA
32439,69023,NE,99027,NE NONMETROPOLITAN AREA
32440,69024,NE,99027,NE NONMETROPOLITAN AREA
32441,69025,NE,99027,NE NONMETROPOLITAN AREA
32442,69026,NE,99027,NE NONMETROPOLITAN AREA
32443,69027,NE,99027,NE NONMETROPOLITAN AREA
32444,69028,NE,99027,NE NONMETROPOLITAN AREA
32445,69029,NE,99027,NE NONMETROPOLITAN AREA
32446,69030,NE,99027,NE NONMETROPOLITAN AREA
32447,69031,NE,99027,NE NONMETROPOLITAN AREA
32448,69032,NE,99027,NE NONMETROPOLITAN AREA
32449,69033,NE,99027,NE NONMETROPOLITAN AREA
32450,69034,NE,99027,NE NONMETROPOLITAN AREA
32451,69036,NE,99027,NE NONMETROPOLITAN AREA
32452,69037,NE,99027,NE NONMETROPOLITAN AREA
32453,69038,NE,99027,NE NONMETROPOLITAN AREA
32454,69039,NE,99027,NE NONMETROPOLITAN AREA
32455,69040,NE,99027,NE NONMETROPOLITAN AREA
32456,69041,NE,99027,NE NONMETROPOLITAN AREA
32457,69042,NE,99027,NE NONMETROPOLITAN AREA
32458,69043,NE,99027,NE NONMETROPOLITAN AREA
32459,69044,NE,99027,NE NONMETROPOLITAN AREA
32460,69045,NE,99027,NE NONMETROPOLITAN AREA
32461,69046,NE,99027,NE NONMETROPOLITAN AREA
32462,69101,NE,99027,NE NONMETROPOLITAN AREA
32463,69103,NE,99027,NE NONMETROPOLITAN AREA
32464,69120,NE,99027,NE NONMETROPOLITAN AREA
